id,pk,slug,event_id,fighter_1_id,fighter_2_id,winner_id,bout_type,weight_class,weight_lbs,outcome_method,outcome_method_details,end_round,end_round_time,fighter_1_odds,fighter_2_odds,is_cancelled
RmlnaHROb2RlOjcwMTM1,70135,dat-nguyen-vs-abdiel-velazquez-70135,RXZlbnROb2RlOjMxNzY=,RmlnaHRlck5vZGU6MzUyMDk=,RmlnaHRlck5vZGU6OTExNQ==,RmlnaHRlck5vZGU6MzUyMDk=,MC,,,KO/TKO,,1.0,1:51,,,0
RmlnaHROb2RlOjMyMzIz,32323,gustavo-trujillo-vs-lorenzo-hunt-32323,RXZlbnROb2RlOjMxNzY=,RmlnaHRlck5vZGU6MjU0ODQ=,RmlnaHRlck5vZGU6MTc4OTU=,RmlnaHRlck5vZGU6MjU0ODQ=,PL,Light Heavyweight,205.0,KO/TKO,,1.0,1:01,,,0
RmlnaHROb2RlOjcwMTM2,70136,francesco-ricchi-vs-fred-pierce-70136,RXZlbnROb2RlOjMxNzY=,RmlnaHRlck5vZGU6MzUyMTc=,RmlnaHRlck5vZGU6MTM0OTY=,RmlnaHRlck5vZGU6MzUyMTc=,PL,,,KO/TKO,,1.0,1:38,,,0
RmlnaHROb2RlOjcwMTM3,70137,travis-thompson-vs-josh-boudreaux-70137,RXZlbnROb2RlOjMxNzY=,RmlnaHRlck5vZGU6MzUxOTQ=,RmlnaHRlck5vZGU6MzUyMDc=,RmlnaHRlck5vZGU6MzUxOTQ=,PL,,,KO/TKO,,2.0,0:15,,,0
RmlnaHROb2RlOjcwMTM4,70138,reginald-barnett-jr-vs-matt-murphy-70138,RXZlbnROb2RlOjMxNzY=,RmlnaHRlck5vZGU6MjA2NjQ=,RmlnaHRlck5vZGU6ODgyMQ==,RmlnaHRlck5vZGU6MjA2NjQ=,PL,Featherweight,145.0,KO/TKO,,2.0,1:46,,,0
RmlnaHROb2RlOjMyMzI0,32324,isaac-vallie-flagg-vs-luis-palomino-32324,RXZlbnROb2RlOjMxNzQ=,RmlnaHRlck5vZGU6MTM3Nw==,RmlnaHRlck5vZGU6MTg5OQ==,RmlnaHRlck5vZGU6MTg5OQ==,ME,Lightweight,154.0,KO/TKO,,1.0,0:45,,,0
RmlnaHROb2RlOjMyMzI2,32326,frank-tate-vs-dillon-cleckler-32326,RXZlbnROb2RlOjMxNzQ=,RmlnaHRlck5vZGU6MTE4OTc=,RmlnaHRlck5vZGU6OTQ5NA==,RmlnaHRlck5vZGU6OTQ5NA==,CO,,,KO/TKO,Punches,3.0,0:59,,,0
RmlnaHROb2RlOjMyMzI3,32327,kaleb-harris-vs-elvin-brito-32327,RXZlbnROb2RlOjMxNzQ=,RmlnaHRlck5vZGU6MzUyMDA=,RmlnaHRlck5vZGU6MzQ2Nw==,RmlnaHRlck5vZGU6MzQ2Nw==,MC,Lightweight,155.0,Decision,Split,5.0,5:00,,,0
RmlnaHROb2RlOjcyNzI3,72727,codie-shuffield-vs-herbert-morgan-72727,RXZlbnROb2RlOjMxNzQ=,RmlnaHRlck5vZGU6NjQ3Ng==,RmlnaHRlck5vZGU6MTA1OTQ=,RmlnaHRlck5vZGU6NjQ3Ng==,MC,Light Heavyweight,205.0,KO/TKO,Punches,2.0,1:30,,,0
RmlnaHROb2RlOjMyMzI4,32328,bobby-taylor-vs-louis-hernandez-32328,RXZlbnROb2RlOjMxNzQ=,RmlnaHRlck5vZGU6NjkzMQ==,RmlnaHRlck5vZGU6MzUyMTg=,RmlnaHRlck5vZGU6NjkzMQ==,MC,Welterweight,170.0,Decision,Split,5.0,5:00,,,0
RmlnaHROb2RlOjMyMzMy,32332,chris-sarro-vs-billy-martin-32332,RXZlbnROb2RlOjMxNzQ=,RmlnaHRlck5vZGU6MzUyMTQ=,RmlnaHRlck5vZGU6MjAzNzY=,RmlnaHRlck5vZGU6MzUyMTQ=,MC,,,KO/TKO,Punch,1.0,1:50,,,0
RmlnaHROb2RlOjMyMzI1,32325,will-chope-vs-joe-elmore-32325,RXZlbnROb2RlOjMxNzQ=,RmlnaHRlck5vZGU6NTk5NQ==,RmlnaHRlck5vZGU6MTc3Ng==,RmlnaHRlck5vZGU6MTc3Ng==,MC,Welterweight,170.0,KO/TKO,Punches,1.0,0:52,,,0
RmlnaHROb2RlOjMyMzI5,32329,tee-cummins-vs-john-mcallister-32329,RXZlbnROb2RlOjMxNzQ=,RmlnaHRlck5vZGU6MzUyMTk=,RmlnaHRlck5vZGU6MzUyMTU=,RmlnaHRlck5vZGU6MzUyMTk=,MC,,,KO/TKO,Punch,2.0,0:42,,,0
RmlnaHROb2RlOjMyMzMw,32330,detrailous-webster-vs-linc-battee-32330,RXZlbnROb2RlOjMxNzQ=,RmlnaHRlck5vZGU6MzUyMjA=,RmlnaHRlck5vZGU6MTU0NDA=,,MC,,,,,,,,,1
RmlnaHROb2RlOjMyMzMx,32331,jeremy-rogers-vs-jeff-denton-32331,RXZlbnROb2RlOjMxNzQ=,RmlnaHRlck5vZGU6MzUwNTA=,RmlnaHRlck5vZGU6MzUyMjE=,,MC,Bantamweight,135.0,,,,,,,1
RmlnaHROb2RlOjMyMzY2,32366,renat-lyatifov-vs-boris-miroshnichenko-32366,RXZlbnROb2RlOjMxNzM=,RmlnaHRlck5vZGU6MTE2NzA=,RmlnaHRlck5vZGU6NjkzMg==,RmlnaHRlck5vZGU6MTE2NzA=,ME,Middleweight,185.0,Decision,Unanimous,3.0,5:00,,,0
RmlnaHROb2RlOjMyMjgz,32283,helen-peralta-vs-christine-ferea-32283,RXZlbnROb2RlOjMxNzM=,RmlnaHRlck5vZGU6MTUwNzA=,RmlnaHRlck5vZGU6MTQzMzI=,RmlnaHRlck5vZGU6MTUwNzA=,MC,Flyweight,125.0,,,,,,,0
RmlnaHROb2RlOjMyMzY3,32367,igor-egorov-vs-ivica-truscek-32367,RXZlbnROb2RlOjMxNzM=,RmlnaHRlck5vZGU6NzExMg==,RmlnaHRlck5vZGU6Mzg1Ng==,RmlnaHRlck5vZGU6NzExMg==,MC,Welterweight,170.0,Submission,Armbar,1.0,1:18,,,0
RmlnaHROb2RlOjMyODMw,32830,thiago-alves-vs-julian-lane-32830,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6NTcz,RmlnaHRlck5vZGU6MTgzNQ==,RmlnaHRlck5vZGU6NTcz,ME,,,Decision,Split,5.0,5:00,-385.0,247.0,0
RmlnaHROb2RlOjMyNDI2,32426,hector-lombard-vs-kendall-grove-32426,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6MTE2Mg==,RmlnaHRlck5vZGU6Njc0,RmlnaHRlck5vZGU6MTE2Mg==,CO,Light Heavyweight,205.0,KO/TKO,,1.0,1:50,-345.0,225.0,0
RmlnaHROb2RlOjYzNDQ1,63445,reginald-barnett-jr-vs-abdiel-velazquez-63445,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6MjA2NjQ=,RmlnaHRlck5vZGU6OTExNQ==,RmlnaHRlck5vZGU6MjA2NjQ=,MC,Lightweight,155.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjMyODYz,32863,calie-cutler-vs-christine-ferea-32863,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6OTE1MA==,RmlnaHRlck5vZGU6MTQzMzI=,RmlnaHRlck5vZGU6MTQzMzI=,MC,Catchweight,128.0,KO/TKO,,2.0,Roun,,,0
RmlnaHROb2RlOjMyODY4,32868,lorenzo-hunt-vs-erick-lozano-32868,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6MTc4OTU=,RmlnaHRlck5vZGU6MzAwNzM=,RmlnaHRlck5vZGU6MTc4OTU=,MC,Catchweight,195.0,KO/TKO,,3.0,Roun,,,0
RmlnaHROb2RlOjYzNDQ2,63446,josh-dyer-vs-jared-warren-63446,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6MjE0NDM=,RmlnaHRlck5vZGU6MzUyMTI=,RmlnaHRlck5vZGU6MjE0NDM=,MC,Middleweight,185.0,KO/TKO,,5.0,Roun,,,0
RmlnaHROb2RlOjMyODY0,32864,joe-elmore-vs-tom-shoaff-32864,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6MTc3Ng==,RmlnaHRlck5vZGU6MTYyMjM=,RmlnaHRlck5vZGU6MTc3Ng==,MC,Catchweight,165.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjYzNDQ3,63447,jarod-grant-vs-josh-boudreaux-63447,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6MzU2MTU=,RmlnaHRlck5vZGU6MzUyMDc=,RmlnaHRlck5vZGU6MzU2MTU=,MC,Bantamweight,135.0,KO/TKO,,2.0,1:23,,,0
RmlnaHROb2RlOjYzNDQ4,63448,kenmon-evans-vs-robert-washington-63448,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6MzU2MTc=,RmlnaHRlck5vZGU6MzU2MTg=,RmlnaHRlck5vZGU6MzU2MTc=,PL,Middleweight,185.0,KO/TKO,,1.0,1:39,,,0
RmlnaHROb2RlOjMyODY1,32865,jacob-brunnell-vs-rusty-crowder-32865,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6MzQ3Nw==,RmlnaHRlck5vZGU6NzQwNQ==,RmlnaHRlck5vZGU6NzQwNQ==,PL,Lightweight,155.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjMyNDI1,32425,thiago-alves-vs-phil-baroni-32425,RXZlbnROb2RlOjMxOTA=,RmlnaHRlck5vZGU6NTcz,RmlnaHRlck5vZGU6NTAy,,ME,,,,,,,,,1
RmlnaHROb2RlOjMyODc2,32876,joey-beltran-vs-marcel-stamps-32876,RXZlbnROb2RlOjMxODk=,RmlnaHRlck5vZGU6OTYz,RmlnaHRlck5vZGU6MjI3NTc=,RmlnaHRlck5vZGU6OTYz,ME,,,KO/TKO,,4.0,1:55,,,0
RmlnaHROb2RlOjMzMTY4,33168,david-rickels-vs-cliff-wright-33168,RXZlbnROb2RlOjMxODk=,RmlnaHRlck5vZGU6MTYwOA==,RmlnaHRlck5vZGU6MTY4,RmlnaHRlck5vZGU6MTYwOA==,MC,,,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjc0NTgw,74580,isaac-doolittle-vs-brandon-johnson-74580,RXZlbnROb2RlOjMxODk=,RmlnaHRlck5vZGU6MzU4MTU=,RmlnaHRlck5vZGU6NDgwNDA=,RmlnaHRlck5vZGU6MzU4MTU=,MC,Middleweight,185.0,Decision,Majority,5.0,5:00,,,0
RmlnaHROb2RlOjMzMTc1,33175,lj-hermreck-vs-rowdy-akers-33175,RXZlbnROb2RlOjMxODk=,RmlnaHRlck5vZGU6OTIwMA==,RmlnaHRlck5vZGU6ODY5NA==,RmlnaHRlck5vZGU6OTIwMA==,MC,,,KO/TKO,,1.0,0:51,,,0
RmlnaHROb2RlOjMzMTY5,33169,john-hollis-vs-fred-pierce-33169,RXZlbnROb2RlOjMxODk=,RmlnaHRlck5vZGU6Mjk2MQ==,RmlnaHRlck5vZGU6MTM0OTY=,RmlnaHRlck5vZGU6MTM0OTY=,MC,,,KO/TKO,,1.0,1:54,,,0
RmlnaHROb2RlOjMzMTc2,33176,miles-mcdonald-vs-kendrick-latchman-33176,RXZlbnROb2RlOjMxODk=,RmlnaHRlck5vZGU6NjI4NA==,RmlnaHRlck5vZGU6MTM0ODc=,RmlnaHRlck5vZGU6MTM0ODc=,MC,,,KO/TKO,,2.0,1:41,,,0
RmlnaHROb2RlOjMyOTIz,32923,jim-alers-vs-luis-palomino-32923,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6MzkwMQ==,RmlnaHRlck5vZGU6MTg5OQ==,RmlnaHRlck5vZGU6MTg5OQ==,ME,Lightweight,155.0,KO/TKO,Right Cross,1.0,0:44,-217.0,152.0,0
RmlnaHROb2RlOjMzMzUz,33353,jake-bostwick-vs-tyler-vogel-33353,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6NjAxNw==,RmlnaHRlck5vZGU6ODgzNA==,RmlnaHRlck5vZGU6NjAxNw==,CO,,,Decision,,6.0,5:00,,,0
RmlnaHROb2RlOjYyODI0,62824,britain-hart-vs-randine-eckholm-62824,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6MzUxODE=,RmlnaHRlck5vZGU6MzU5Njc=,RmlnaHRlck5vZGU6MzUxODE=,MC,,,KO/TKO,,4.0,1:21,,,0
RmlnaHROb2RlOjYyODI1,62825,francesco-ricchi-vs-noah-cutter-62825,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6MzUyMTc=,RmlnaHRlck5vZGU6NDE0Mjk=,RmlnaHRlck5vZGU6MzUyMTc=,MC,,,KO/TKO,Right Hand,3.0,0:31,,,0
RmlnaHROb2RlOjYyODI2,62826,ulysses-diaz-vs-donelei-benedetto-62826,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6MzQwMzE=,RmlnaHRlck5vZGU6Mjc3Njc=,RmlnaHRlck5vZGU6MzQwMzE=,MC,,,KO/TKO,Punches,1.0,0:03,,,0
RmlnaHROb2RlOjYyODI3,62827,jarod-grant-vs-chris-johnson-62827,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6MzU2MTU=,RmlnaHRlck5vZGU6Mjg0NTA=,RmlnaHRlck5vZGU6MzU2MTU=,MC,,,KO/TKO,,3.0,0:24,,,0
RmlnaHROb2RlOjYyODI4,62828,eddie-hoch-vs-jeff-chiffens-62828,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6MTI4MDk=,RmlnaHRlck5vZGU6MzUyMTY=,RmlnaHRlck5vZGU6MTI4MDk=,MC,,,KO/TKO,,2.0,0:29,,,0
RmlnaHROb2RlOjczNDU0,73454,lorenzo-hunt-vs-davian-green-73454,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6MTc4OTU=,RmlnaHRlck5vZGU6NTgwNjg=,RmlnaHRlck5vZGU6MTc4OTU=,MC,,,KO/TKO,,2.0,2:09,,,0
RmlnaHROb2RlOjMzNDI0,33424,allen-arzeno-vs-fred-pierce-33424,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6MzQ0OQ==,RmlnaHRlck5vZGU6MTM0OTY=,RmlnaHRlck5vZGU6MzQ0OQ==,PL,,,KO/TKO,,1.0,1:31,,,0
RmlnaHROb2RlOjczNDU1,73455,kenmon-evans-vs-sedric-johnson-73455,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6MzU2MTc=,RmlnaHRlck5vZGU6MzgyMjk=,RmlnaHRlck5vZGU6MzU2MTc=,PL,,,KO/TKO,,1.0,1:40,,,0
RmlnaHROb2RlOjMzNDM2,33436,lorenzo-hunt-vs-dustin-long-33436,RXZlbnROb2RlOjMyMzc=,RmlnaHRlck5vZGU6MTc4OTU=,RmlnaHRlck5vZGU6MTc3MTI=,,MC,,,,,,,,,1
RmlnaHROb2RlOjM0ODU3,34857,paige-vanzant-vs-britain-hart-34857,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6MjU2Mw==,RmlnaHRlck5vZGU6MzUxODE=,RmlnaHRlck5vZGU6MzUxODE=,ME,Featherweight,145.0,Decision,Unanimous,5.0,5:00,-115.0,-115.0,0
RmlnaHROb2RlOjM0ODU4,34858,johnny-bedford-vs-dat-nguyen-34858,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6OTYy,RmlnaHRlck5vZGU6MzUyMDk=,RmlnaHRlck5vZGU6MzUyMDk=,CO,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,125.0,-167.0,0
RmlnaHROb2RlOjMzODkw,33890,chris-leben-vs-quentin-henry-33890,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6NzMx,RmlnaHRlck5vZGU6NzM3NA==,RmlnaHRlck5vZGU6NzMx,MC,Heavyweight,265.0,KO/TKO,Punches,1.0,1:07,-115.0,-115.0,0
RmlnaHROb2RlOjM0ODE5,34819,martin-brown-vs-zach-zane-34819,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6MTkyNg==,RmlnaHRlck5vZGU6OTk1OA==,RmlnaHRlck5vZGU6MTkyNg==,MC,Lightweight,155.0,KO/TKO,Punches,2.0,1:28,-667.0,400.0,0
RmlnaHROb2RlOjM0ODIw,34820,lorenzo-hunt-vs-rob-morrow-34820,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6MTc4OTU=,RmlnaHRlck5vZGU6MjYxMDM=,RmlnaHRlck5vZGU6MTc4OTU=,MC,Light Heavyweight,205.0,KO/TKO,Punches,2.0,4:00,-217.0,160.0,0
RmlnaHROb2RlOjM0ODYw,34860,greg-bono-vs-john-chalbeck-34860,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6MzY1NDc=,RmlnaHRlck5vZGU6MzY1NDg=,RmlnaHRlck5vZGU6MzY1NDg=,MC,Featherweight,145.0,KO/TKO,Punch,3.0,0:28,400.0,-667.0,0
RmlnaHROb2RlOjM0ODI2,34826,haim-gozali-vs-john-mcallister-34826,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6MTIyMzg=,RmlnaHRlck5vZGU6MzUyMTU=,RmlnaHRlck5vZGU6MTIyMzg=,MC,Heavyweight,265.0,KO/TKO,Punches,2.0,1:08,-1250.0,600.0,0
RmlnaHROb2RlOjM0ODI1,34825,dillon-cleckler-vs-chris-jensen-34825,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6OTQ5NA==,RmlnaHRlck5vZGU6MTAwNzM=,RmlnaHRlck5vZGU6OTQ5NA==,MC,Heavyweight,265.0,KO/TKO,Body Shot,1.0,0:24,-278.0,200.0,0
RmlnaHROb2RlOjczOTEx,73911,taylor-starling-vs-charisa-sigala-73911,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6MzM2MTk=,RmlnaHRlck5vZGU6MzA1MTI=,RmlnaHRlck5vZGU6MzM2MTk=,MC,Bantamweight,135.0,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjczOTEy,73912,travis-thompson-vs-dave-morgan-73912,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6MzUxOTQ=,RmlnaHRlck5vZGU6Njc1NDk=,RmlnaHRlck5vZGU6MzUxOTQ=,PL,Bantamweight,135.0,KO/TKO,,2.0,0:22,,,0
RmlnaHROb2RlOjM0ODYy,34862,dave-morgan-vs-travis-thompson-34862,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6MTYwMw==,RmlnaHRlck5vZGU6MzUyMTA=,RmlnaHRlck5vZGU6MzUyMTA=,PL,Bantamweight,135.0,KO/TKO,,2.0,0:22,200.0,-278.0,0
RmlnaHROb2RlOjM0ODY4,34868,jeff-bailey-vs-drew-lipton-34868,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6MzU4NzI=,RmlnaHRlck5vZGU6MTUwNzg=,RmlnaHRlck5vZGU6MzU4NzI=,PL,,,KO/TKO,,1.0,1:32,,,0
RmlnaHROb2RlOjM0ODYx,34861,brandon-lambert-vs-jarod-grant-34861,RXZlbnROb2RlOjMzMTQ=,RmlnaHRlck5vZGU6MzYzMDk=,RmlnaHRlck5vZGU6MzU2MTU=,RmlnaHRlck5vZGU6MzU2MTU=,PL,Bantamweight,135.0,KO/TKO,Punch,3.0,1:11,400.0,-667.0,0
RmlnaHROb2RlOjY3MTI3,67127,david-diaz-vs-spencer-ruggeri-67127,RXZlbnROb2RlOjM1NDI=,RmlnaHRlck5vZGU6Mzg2MDA=,RmlnaHRlck5vZGU6Mzg1OTk=,RmlnaHRlck5vZGU6Mzg2MDA=,MC,,,Decision,Majority,5.0,5:00,,,0
RmlnaHROb2RlOjM1MzQ5,35349,adrian-miles-vs-jason-fish-35349,RXZlbnROb2RlOjM1NDI=,RmlnaHRlck5vZGU6NjQ1Mw==,RmlnaHRlck5vZGU6MTczNA==,RmlnaHRlck5vZGU6MTczNA==,MC,,,KO/TKO,Punches,3.0,1:20,,,0
RmlnaHROb2RlOjY3MTI1,67125,arnold-adams-vs-bobo-obannon-67125,RXZlbnROb2RlOjM1NDI=,RmlnaHRlck5vZGU6MTM4NDU=,RmlnaHRlck5vZGU6MzUyMDI=,RmlnaHRlck5vZGU6MTM4NDU=,MC,,,KO/TKO,Punches,1.0,1:58,,,0
RmlnaHROb2RlOjY3MTMw,67130,ryan-jones-vs-eric-thompson-67130,RXZlbnROb2RlOjM1NDI=,RmlnaHRlck5vZGU6Mzg1OTg=,RmlnaHRlck5vZGU6MTM1NzE=,RmlnaHRlck5vZGU6Mzg1OTg=,PL,,,KO/TKO,Injury (Broken Hand),2.0,2:00,,,0
RmlnaHROb2RlOjM1MzQ4,35348,melvin-guillard-vs-scott-oshaughnessy-35348,RXZlbnROb2RlOjM1NDI=,RmlnaHRlck5vZGU6Njc3,RmlnaHRlck5vZGU6MjA5Ng==,RmlnaHRlck5vZGU6MjA5Ng==,MC,,,KO/TKO,Punches,1.0,0:46,,,0
RmlnaHROb2RlOjY3MTI2,67126,kaleb-harris-vs-noah-cutter-67126,RXZlbnROb2RlOjM1NDI=,RmlnaHRlck5vZGU6MzUyMDA=,RmlnaHRlck5vZGU6NDE0Mjk=,RmlnaHRlck5vZGU6MzUyMDA=,MC,,,KO/TKO,Doctor Stoppage,1.0,2:00,,,0
RmlnaHROb2RlOjY3MTI5,67129,zion-tomlinson-sr-vs-tyler-hill-67129,RXZlbnROb2RlOjM1NDI=,RmlnaHRlck5vZGU6Mzg2MDE=,RmlnaHRlck5vZGU6NzU1Mg==,RmlnaHRlck5vZGU6Mzg2MDE=,PL,,,KO/TKO,Strikes,1.0,1:40,,,0
RmlnaHROb2RlOjM0ODgz,34883,leonard-garcia-vs-joe-elmore-34883,RXZlbnROb2RlOjM1NDI=,RmlnaHRlck5vZGU6NjYx,RmlnaHRlck5vZGU6MTc3Ng==,RmlnaHRlck5vZGU6NjYx,ME,,,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjY3MTI4,67128,elvin-brito-vs-brad-kelly-67128,RXZlbnROb2RlOjM1NDI=,RmlnaHRlck5vZGU6MzQ2Nw==,RmlnaHRlck5vZGU6NDEyODU=,RmlnaHRlck5vZGU6MzQ2Nw==,PL,,,Decision,Unanimous,5.0,5:00,,,0
RmlnaHROb2RlOjczNDY4,73468,bobo-obannon-vs-zachary-calmus-73468,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6MzUyMDI=,RmlnaHRlck5vZGU6Mzk0NDY=,RmlnaHRlck5vZGU6MzUyMDI=,MC,Heavyweight,265.0,KO/TKO,Corner Stoppage,2.0,2:00,,,0
RmlnaHROb2RlOjM1ODQy,35842,frank-tate-vs-josh-burns-35842,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6MTE4OTc=,RmlnaHRlck5vZGU6MTgxOA==,RmlnaHRlck5vZGU6MTE4OTc=,ME,Heavyweight,265.0,KO/TKO,Punches,3.0,1:02,,,0
RmlnaHROb2RlOjczNDY3,73467,ronnie-rogers-vs-dimitri-angelini-73467,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6MjA2Mg==,RmlnaHRlck5vZGU6Mzk0NDk=,RmlnaHRlck5vZGU6MjA2Mg==,MC,Lightweight,155.0,KO/TKO,Overhand Right,1.0,1:37,,,0
RmlnaHROb2RlOjM1NzE1,35715,lorenzo-hunt-vs-josh-dyer-35715,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6MTc4OTU=,RmlnaHRlck5vZGU6MjE0NDM=,RmlnaHRlck5vZGU6MTc4OTU=,MC,Catchweight,195.0,KO/TKO,Lost Contact,5.0,0:52,-270.0,194.0,0
RmlnaHROb2RlOjM1NzE0,35714,marcel-stamps-vs-mike-richman-35714,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6MjI3NTc=,RmlnaHRlck5vZGU6MTk2NQ==,RmlnaHRlck5vZGU6MTk2NQ==,CO,Catchweight,180.0,KO/TKO,Shoulder Injury,1.0,1:11,-213.0,157.0,0
RmlnaHROb2RlOjczNDcw,73470,rusty-crowder-vs-daniel-gary-73470,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6NzQwNQ==,RmlnaHRlck5vZGU6NTU3NzY=,RmlnaHRlck5vZGU6NzQwNQ==,PL,Featherweight,145.0,KO/TKO,Punches,1.0,1:00,,,0
RmlnaHROb2RlOjM1ODQz,35843,tom-shoaff-vs-nathan-mitchell-35843,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6MTYyMjM=,RmlnaHRlck5vZGU6MzY5NDk=,RmlnaHRlck5vZGU6MTYyMjM=,MC,Lightweight,155.0,KO/TKO,Body Shots,1.0,1:38,,,0
RmlnaHROb2RlOjM1MzY4,35368,dillon-cleckler-vs-josh-burns-35368,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6OTQ5NA==,RmlnaHRlck5vZGU6MTgxOA==,,ME,,,,,,,,,1
RmlnaHROb2RlOjczNDcx,73471,anthony-retic-vs-andy-locker-73471,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6MjkzMzU=,RmlnaHRlck5vZGU6Mzk3Mzk=,RmlnaHRlck5vZGU6MjkzMzU=,PL,Bantamweight,135.0,KO/TKO,Uppercut,1.0,0:38,,,0
RmlnaHROb2RlOjczNDY5,73469,robert-washington-vs-ryan-jones-73469,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6MzU2MTg=,RmlnaHRlck5vZGU6Mzg1OTg=,RmlnaHRlck5vZGU6MzU2MTg=,MC,Middleweight,185.0,KO/TKO,Doctor Stoppage (Cut),2.0,0:52,,,0
RmlnaHROb2RlOjczNDcy,73472,ehsanullah-kakar-vs-chris-sarro-73472,RXZlbnROb2RlOjM1NTM=,RmlnaHRlck5vZGU6Mzk0NDc=,RmlnaHRlck5vZGU6MzUyMTQ=,RmlnaHRlck5vZGU6Mzk0NDc=,MC,Light Heavyweight,205.0,KO/TKO,Jab,1.0,0:46,,,0
RmlnaHROb2RlOjY2NzE3,66717,francesco-ricchi-vs-brian-maxwell-66717,RXZlbnROb2RlOjM1ODI=,RmlnaHRlck5vZGU6MzUyMTc=,RmlnaHRlck5vZGU6Mjc3NjY=,RmlnaHRlck5vZGU6MzUyMTc=,MC,,,KO/TKO,,2.0,1:25,,,0
RmlnaHROb2RlOjY2NzE2,66716,steve-herelius-vs-juan-torres-66716,RXZlbnROb2RlOjM1ODI=,RmlnaHRlck5vZGU6NTE1NTI=,RmlnaHRlck5vZGU6ODcxOQ==,RmlnaHRlck5vZGU6NTE1NTI=,MC,,,Decision,Split,5.0,5:00,,,0
RmlnaHROb2RlOjM1ODUw,35850,hector-lombard-vs-joe-riggs-35850,RXZlbnROb2RlOjM1ODI=,RmlnaHRlck5vZGU6MTE2Mg==,RmlnaHRlck5vZGU6ODI2,RmlnaHRlck5vZGU6MTE2Mg==,CO,Catchweight,225.0,KO/TKO,Doctor Stoppage,4.0,1:07,-205.0,175.0,0
RmlnaHROb2RlOjM2MTIz,36123,joey-beltran-vs-sam-shewmaker-36123,RXZlbnROb2RlOjM1ODI=,RmlnaHRlck5vZGU6OTYz,RmlnaHRlck5vZGU6MzUxODI=,RmlnaHRlck5vZGU6OTYz,ME,Heavyweight,265.0,Decision,Unanimous,5.0,5:00,-300.0,250.0,0
