slug,name,wins,losses,draws,division,reach,height,nickname,dob,nationality,social_media
james-walker,JAMES WALKER,2,0,0,Heavyweight,81in / 206cm,1.9812,SUGAR MAN,03/1988,United Kingdom,https://www.instagram.com/james.w_boxing
jamie-arevalo,Jamie Arevalo,0,1,0,Heavyweight,,,,,Mexico,
jamie-campbell,Jamie Campbell,1,1,0,,,1.96,,,United States of America,
jamie-cox,JAMIE COX,0,1,0,Light Heavyweight,,1.8,,,United Kingdom,
jamie-hendry,Jamie Hendry,0,1,0,Middleweight,,,,,United Kingdom,
jamie-jones,Jamie Jones,0,0,0,Light Heavyweight,,,Boom Boom,,United Kingdom,
jamie-oldfield,Jamie Oldfield,0,3,0,Welterweight,,,,,United Kingdom,
jan-sulecki,JAN SULECKI,2,3,0,Heavyweight,73in / 185cm,1.8796,TANK,12/1994,United Kingdom,https://www.instagram.com/jan__boxing_thg_/
jancarlos-rivera,JANCARLOS RIVERA,3,0,0,Men Flyweight,62in / 157cm,63,BABY HULK,11/1997,United States of America,https://www.instagram.com/OFFICIAL.JANCARLOS
jaquis-williams,Jaquis Williams,0,1,0,Cruiserweight,,1.93,,11/1991,United States of America,
jared-hayes,Jared Hayes,0,1,0,Middleweight,,,,,,
jared-lennon,JARED LENNON,1,1,0,Bantamweight,73in / 185cm,1.778,LENNY,12/1995,United States of America,https://www.instagram.com/lennon_bk/
jared-tallent,JARED TALLENT,0,1,0,Featherweight,68in / 173cm,1.7526,,08/1996,United States of America,
jared-torgeson,JARED TORGENSON,0,1,0,Cruiserweight,72in / 183cm,1.8796,,10/1986,United States of America,https://www.instagram.com/torgie_205
jared-warren,JARED WARREN,8,3,0,Light Heavyweight,76in / 193cm,73,CAPTAIN DEADPOOL,11/1983,United States of America,https://www.instagram.com/capt.dead_pool/
jarod-grant,JAROD GRANT,8,3,0,Bantamweight,68in / 172.72cm,67,KID GATTI,,United States of America,https://www.instagram.com/JarodKidGattiGrant/
jaskaran-singh,JASKARAN SINGH,0,1,0,Heavyweight,80in / 203cm,1.905,JASSI,,India,https://www.instagram.com/JASKARANBOXER
jason-dinunzio,JASON DINUNZIO,0,2,0,Lightweight,69.5in / 176cm,1.7526,SPOOK,12/1995,United States of America,https://www.instagram.com/spookmanee
jason-fann,Jason Fann,0,1,0,,,,,,United States of America,
jason-fish,Jason Fish,2,4,0,Cruiserweight,69.0 in / 175cm,70,Hook 'em,,United States of America,
jason-high,JASON HIGH,1,0,0,Middleweight,,69,,10/1981,United States of America,https://www.instagram.com/jason_highwalker/
jason-kelly,JASON KELLY,0,1,0,Welterweight,72in / 183cm,1.7526,LETHAL,03/1984,Canada,
jason-knight,Jason Knight,1,1,0,,71.5,1.78,The Kid,07/1992,United States of America,
jay-action-jackson,JAY 'ACTION' JACKSON,5,4,0,Light Heavyweight,77in / 190cm,71,ACTION,07/1989,United States of America,https://www.instagram.com/jayactionjackson/
jay-cucciniello,Jay Cucciniello,0,1,0,,68in / 173cm,1.68,The Mellow Fellow,07/1986,United Kingdom,
jay-kerr,Cody Kerr,1,0,0,Heavyweight,79in / 201cm,1.905,,02/2000,United Kingdom,
jayme-hinshaw,JAYME HINSHAW,2,0,0,Strawweight,,1.57,ATOMBOMB,10/1989,United States of America,https://www.facebook.com/Jaymehinshawmma/
jaymes-hyder,Jaymes Hyder,0,2,0,Bantamweight,,1.8,The Shark,07/1994,United States of America,https://www.instagram.com/sharkking710/
jc-corazon-deleon,JC 'Corazon' Deleon,2,1,0,Middleweight,72in / 183cm,70,Corazon,12/1998,United States of America,https://www.instagram.com/corazon.deleon_
jc-llamas,JC Llamas,0,1,0,Welterweight,72,1.75,The Leg Lock Monester,12/1984,,
jd-burns,JD BURNS,3,4,0,Welterweight,,,,,United States of America,https://www.instagram.com/jitsujunkie/
jean-carlos-pereira,Jean Carlos Pereira,1,1,0,,,73,,,Brazil,
jedrzej-durski,Jedrzej Durski,1,1,0,Middleweight,178 cm / 70.1 in,1.85,,02/1986,Poland,https://www.instagram.com/czy_tu_bija/
jeff-bailey,Jeff Bailey,1,0,0,Light Heavyweight,,66,,,United States of America,https://www.instagram.com/jeff_koreanbbq_bailey/
jeff-chiffens,Jeff Chiffens,3,6,0,Lightweight,73in / 185.42cm,1.778,Hungry,,United States of America,
jeff-janvier,Jeff Janvier,1,0,0,Cruiserweight,"73""",70,,,United States of America,
jeff-lentz,JEFF LENTZ,1,0,0,Lightweight,70in / 178cm,1.778,RELENTLESS,02/1989,United States of America,https://www.instagram.com/jefflentzofficial
jeff-saunders,JEFF SAUNDERS,1,0,0,Featherweight,69in / 175cm,1.7526,,09/1991,United Kingdom,https://www.instagram.com/jeffsaunderspro
jeff-souder,JEFF SOUDER,2,2,0,Light Heavyweight,,72,,,United States of America,
jelle-zeegers,JELLE ZEEGERS,1,1,0,Featherweight,70in / 178cm,1.7018,BARBARIOUS,10/1994,,https://www.instagram.com/barbarious_bkfc
jennifer-tate,Jennifer Tate,0,1,0,Bantamweight,,1.66,RoseBud,09/1985,,
jenny-savage,JENNY SAVAGE,3,4,0,Women Flyweight,62.5in / 158cm,60,THE TENNESSEE GANGSTER,04/1993,United States of America,https://www.instagram.com/thetennesseegangster/?img_index=1; https://www.facebook.com/jenny.savage.3367
jerald-gregori,Jerald Gregori,0,3,0,Bantamweight,,65,,04/1994,United States of America,
jeramy-karshner,JERAMY KARSHNER,0,0,0,Cruiserweight,,,,,,
jeremiah-big-rig-riggs,JEREMIAH 'BIG RIG' RIGGS,2,3,0,Middleweight,74in / 188cm,71,BIG RIG,12/1982,United States of America,https://www.facebook.com/JeremiahRiggsMMA/
jeremiah-potts,Jeremiah Potts,0,2,0,Bantamweight,,1.7,,,United States of America,
jeremiah-scott,JEREMIAH SCOTT,2,0,0,Lightweight,,69,,,United States of America,
jeremiah-truhlar,JEREMIAH TRUHLAR,0,1,0,Welterweight,70in / 178cm,1.778,THE GENTLEMAN,11/1992,United States of America,
jeremie-holloway,JEREMIE HOLLOWAY,1,1,0,Middleweight,74in / 188cm,71,HIT 'EM,09/1984,United States of America,https://www.instagram.com/HITEMHOLLOWAY
jeremy-morrison,JEREMY MORRISON,0,2,0,Heavyweight,75in / 191cm,1.905,The Mormon Meteor Dr,04/1978,United States of America,https://www.instagram.com/JEREMYBMORRISON
jeremy-sauceda,JEREMY SAUCEDA,3,2,0,Middleweight,72in / 183cm,70,THE WARRIOR,04/1990,United States of America,https://www.instagram.com/jeremyssauceda/
jeremy-smith,JEREMY SMITH,4,4,0,Cruiserweight,72in / 183cm,70,PITBULL,12/1994,South Africa,https://www.instagram.com/PITBULL_SMITH
jeremy-stephens,JEREMY STEPHENS,3,1,0,Lightweight,71in / 180cm,1.7526,LIL HEATHEN,05/1986,United States of America,https://www.instagram.com/lilheathenmma/
jeremy-waltron,JEREMY WALTRON,0,1,0,Welterweight,72in / 183cm,1.8542,,06/1990,United Kingdom,
jerome-macalino,JEROME MACALINO,1,0,0,Lightweight,,,,,,
jesse-desrosier,JESSE DESROSIER,0,1,0,Middleweight,76in / 193cm,1.8288,,11/1988,United States of America,https://www.instagram.com/pikuniboy_media
jesse-pringle,JESSE PRINGLE,0,1,0,Cruiserweight,80in / 203cm,1.9304,THE OUTLAW,10/1974,United States of America,https://www.instagram.com/JESSEPRINGLELLC
jesse-sparks,JESSE SPARKS,0,0,0,Heavyweight,,,,,,
jessica-borga,JESSICA BORGA,3,1,0,Women Featherweight,69in / 175cm,66,THE BLACK WIDOW,04/1989,United States of America,https://www.instagram.com/blackwidowborga/; https://www.facebook.com/jessica.borga
jessica-eye,JESSICA EYE,1,0,0,Women Flyweight,66in / 168cm,1.6764,EVIL,07/1986,United States of America,https://www.instagram.com/JESSICAEVILEYE
jessica-la-magnifica-gonzalez,Jessica 'La Magnifica' Gonzalez,8,5,0,Bantamweight,,,La Magnifica,,Mexico,
jessica-link,Jessica Link,1,5,0,Women Flyweight,,68,,,United States of America,
jessica-ruiz,JESSICA RUIZ,0,1,0,Strawweight,61in / 156cm,1.5494,LA REINA,08/1984,United States of America,https://www.instagram.com/LAREINA_ISHTAR
jessie-stalder,JESSIE STALDER,1,1,0,Cruiserweight,71.5in / 181cm,1.8288,THE GYM SHARK,08/1984,United States of America,https://www.facebook.com/jessie.stalder.73
jesus-de-nazaret,JESUS DE NAZARET ,0,1,0,Light Heavyweight,71in / 180cm,1.778,NZ3,03/1996,Spain,https://www.instagram.com/__NZ3__
jesus-quevedo,Jesus Quevedo,0,1,0,,,,,,Mexico,
jett-jones,Jett Jones,0,1,0,Cruiserweight,,1.88,,02/1987,United States of America,
jez-woltron,Jez Woltron,0,0,0,Welterweight,72in / 183cm,1.8542,,05/1990,United Kingdom,
jim-pulgar,JIM PULGAR,1,2,0,Lightweight,71in / 180cm,1.7018,ALEXANDER,10/1991,United States of America,https://www.instagram.com/jimpulgar/
jim-the-beast-alers,Jim 'The Beast' Alers,4,1,0,Lightweight,73in / 185.42cm,69,The Beast,10/1986,United States of America,https://www.instagram.com/fightjim/; https://www.facebook.com/profile.php?id=100058273233797
jimmie-rivera,JIMMIE RIVERA,3,2,0,Featherweight,68.5 in / 174 cm,64,EL TERROR,06/1989,United States of America,https://www.instagram.com/jimmierivera/; https://www.facebook.com/jimmie.rivera.3
jimmy-jennett,Jimmy Jennett,1,0,0,Heavyweight,,1.98,,,United States of America,
jimmy-mccrory,JIMMY MCCRORY,0,0,0,,,,,,,
jimmy-millar,JIMMY MILLAR,1,2,0,Light Heavyweight,69in / 175cm,1.8034,JUSTICE,07/1983,United Kingdom,https://www.instagram.com/Beetrootking
jimmy-sweeney,JIMMY SWEENEY,29,6,0,Welterweight,68in / 173cm,1.7526,KING,03/1985,United Kingdom,https://www.instagram.com/JIMMYBKBKING
jindrich-byrtus,JINDRICH BYRTUS,5,0,0,Cruiserweight,73in / 185cm,1.8034,,03/2005,Czech Republic,https://www.instagram.com/jindrich_byrtus/
jivko-stoimenov,JIVKO STOIMENOV,0,1,0,Middleweight,70in / 177cm,1.79,THE BULGARIAN RIPPER,07/1996,Bulgaria,https://www.instagram.com/jivkostoimenov/
jmani-oliver,JMANI OLIVER,1,0,0,Lightweight,71n / 180cm,1.6764,,01/1996,United States of America,https://www.instagram.com/themmaheru
jmmy-wallhead,JIMMY WALLHEAD,0,1,0,Light Heavyweight,,1.8034,,,,
joao-guerra,Joao Guerra,0,1,0,Lightweight,,1.85,,10/1993,United States of America,https://www.instagram.com/joaopedrotguerra/; https://www.facebook.com/john.guerra.526438
joby-steffensmeier,JOBY STEFFENSMEIER,0,1,0,Men Flyweight,67in / 170cm,1.7018,JOBYWANKENOBI,12/1995,United States of America,https://www.instagram.com/jobywannkenobi
jocelyn-lybarger,Jocelyn Lybarger,0,2,0,Women Flyweight,65.5in / 165.1cm,67,Lights Out,10/1985,United States of America,
joe-elmore,JOE ELMORE,2,5,0,Welterweight,68in / 173cm,68,HITMAN,09/1982,United States of America,https://www.instagram.com/joehitman187/
joe-lister,JOE LISTER,2,1,0,Light Heavyweight,71in / 180cm,1.8288,BIG,08/2004,United Kingdom,https://www.instagram.com/Joelister_1
joe-pegg,Joe Pegg,1,1,0,Featherweight,69.0 in / 175cm,68,,11/1983,United States of America,
joe-ray,JOE RAY,2,0,0,Heavyweight,75in / 191cm,1.778,RUTHLESS,07/1988,United States of America,https://www.instagram.com/JOSEPHRAYREALTOR
joe-riggs,JOE RIGGS,4,2,0,Light Heavyweight,,72,DIESEL,09/1982,United States of America,https://www.instagram.com/joedieselriggs/?hl=en
joe-saucedo,JOE SAUCEDO,0,0,0,Bantamweight,,,,,,
joel-guzman,JOEL GUZMAN,0,0,0,Light Heavyweight,,,,,,
joel-parades,Joel Parades,0,0,0,,,,,,,
joemil-miado,Joemil Miado,2,0,0,Featherweight,"73""",1.7526,The Joker,09/1997,Philippines,
joey-angelo,Joey Angelo,2,2,0,Middleweight,,1.78,,04/1989,,
joey-beltran,JOEY BELTRAN,5,4,0,Heavyweight,75 in / 191cm,73,THE MEXICUTIONER,12/1981,United States of America,https://www.instagram.com/joeybeltran_mma/; https://www.facebook.com/joey.beltran.39
joey-dawejko,JOEY DAWEJKO,0,1,0,Heavyweight,70in / 178cm,70,THE TANK,06/1990,United States of America,https://www.instagram.com/joey_thetank_dawejko/
joey-gambino,JOEY GAMBINO,1,0,0,Featherweight,69in / 175cm,1.7272,THE RAGING WARRIOR,10/1988,United States of America,
joey-munoz,Joey Munoz,1,0,0,Middleweight,,1.65,,06/1992,United States of America,
johan-van-de-rel,Johan Van De Rel,0,1,0,,,74,,,France,
john-blenkiron,JOHN BLENKIRON,0,0,0,,,,,,,
john-chalbeck,John Chalbeck,2,0,0,Lightweight,67in/170cm,68,The Florida Keys Kid,,United States of America,
john-dodson,JOHN DODSON,4,0,0,Men Flyweight,66in / 168cm,63,THE MAGICIAN,09/1984,United States of America,https://www.instagram.com/johndodsonmma/; https://www.facebook.com/TheMagicianDodson/
john-ferguson,JOHN FERGUSON,1,5,0,Light Heavyweight,61in / 155cm,1.8034,BIG BAD,09/1987,United Kingdom,https://www.instagram.com/johnfergo1987/
john-garbarino,JOHN GARBARINO,4,0,0,Middleweight,70in / 178cm,70,JOHNNY CANOLI,08/1995,United States of America,https://www.instagram.com/teamgarbarino/
john-hick,JOHN HICK,4,0,0,Featherweight,,,,,United Kingdom,
john-hollis,John Hollis,0,1,0,Featherweight,67in/170cm,1.73,The Bus Driver,03/1987,United States of America,
john-howard,JOHN HOWARD,0,1,0,Middleweight,73in/ 85cm,1.7018,DOOMS DAY,03/1983,United States of America,https://www.instagram.com/johndoomsdayhoward
john-mcallister,John McAllister,0,6,0,,,69,,,,
john-orr,JOHN ORR,1,1,0,Heavyweight,79in / 200cm,74,BIG JOHN,12/1983,United States of America,https://www.instagram.com/bigjohnorr/
john-parker,John Parker,0,0,0,Men Flyweight,,,,,United States of America,
john-phillips,JOHN PHILLIPS,1,0,0,Cruiserweight,74in / 188cm,1.8034,,,United Kingdom,https://www.instagram.com/JOHNPHILLIPSUFC
john-spencer,JOHN SPENCER,0,4,0,Featherweight,66in / 168cm,1.6764,,03/1990,United Kingdom,
john-walker,JOHN WALKER,0,0,0,Heavyweight,,,,,,
johnavan-vistante,Johnavan Vistante,0,1,0,Lightweight,,1.85,The Immortal Warrior,03/1990,,
johnny-brutal-bedford,'Brutal' Johnny Bedford,6,1,0,Bantamweight,71 in / 180cm,70,Brutal,01/1983,United States of America,https://www.instagram.com/brutalbedford/; https://www.facebook.com/brutaljohnnybedford
johnny-pantoja,Johnny Pantoja,1,0,0,Lightweight,,70,The Cannibal,05/1990,United States of America,
johnny-redmond,JOHNNY REDMOND,0,1,0,Cruiserweight,,,,,,
jojo-chillizzi,JOJO SCHILLIZZI,0,0,0,Light Heavyweight,,,,,,
jomi-escoboza,JOMI ESCOBOZA,10,2,0,Light Heavyweight,76in / 193cm,75,THE ARCHANGEL,07/1990,United States of America,https://www.instagram.com/jomi_kungfu/
jon-barnard,Jon Barnard,4,0,0,Lightweight,,1.68,Untameable,06/1989,United States of America,
jon-telfer,JON TELFER,1,1,0,Lightweight,69in / 175cm,1.778,THE IRON MAN,09/1997,United Kingdom,
jonathan-cage-noah,Jonathan Cage Noah,0,2,0,Featherweight,,66,2 Smooth,05/1990,United States of America,
jonathan-miller,JONATHAN MILLER,2,2,0,Cruiserweight,71in / 180cm,1.8542,,07/1992,United States of America,https://www.instagram.com/bigbaby9292/
jonathan-quiroz,JONATHAN QUIROZ,0,0,0,Lightweight,73in / 185cm,1.778,EL SANCHO,04/1987,United States of America,
jonno-chipchase,JONNO CHIPCHASE,3,2,0,Bantamweight,73in / 185cm,69,JCB,04/1991,United Kingdom,https://www.instagram.com/jonnochipchase/
jonny-graham,JONNY GRAHAM,3,1,0,Welterweight,70in / 178 cm,1.778,,01/1988,United Kingdom,https://www.instagram.com/jonny1pgraham/
jonny-ramsay,JONNY RAMSAY,0,0,0,Heavyweight,,,,,,
jonny-tello,JONNY TELLO,3,2,0,,"70""",68,EL TORO,,Canada,https://www.instagram.com/JONNYTELLO
jordan-burnett,JORDAN BURNETT,0,1,0,Lightweight,72in / 183cm,1.8796,THE UPSET,12/1996,United Kingdom,https://www.instagram.com/jordan_burnett96/
jordan-christensen,JORDAN CHRISTENSEN,3,7,0,Middleweight,69in / 175cm,70,HAYES HAYMAKER,01/1986,United States of America,https://www.instagram.com/hayes_haymaker_christensen/
jordan-murray,JORDAN MURRAY,0,0,0,Cruiserweight,,,,,,
jordan-nash,Jordan Nash,2,3,0,Middleweight,72 in/182.88 cm,72,,01/1997,United States of America,
jordan-pedreira,Jordan Pedreira,0,0,0,Lightweight,,,,,,
jordan-smith,JORDAN SMITH,0,1,0,Middleweight,76in / 193cm,72,MATE ELE,12/1984,United States of America,
jordan-ward,JORDAN WARD,0,1,0,Bantamweight,67in / 171cm,1.6764,FLASH,10/1988,United Kingdom,https://www.instagram.com/Jordan.n.ward.9
jordan-weeks,Jordan Weeks,0,1,0,Welterweight,,1.88,,11/1991,United States of America,https://www.facebook.com/jordan.weeks.90
jorge-bargallo,JORGE BARGALLO,0,1,0,Bantamweight,69in / 175cm,1.7272,,03/1994,United States of America,
jorge-gonzalez-rolon,Jorge Gonzalez-Rolon,0,2,0,,,70,,03/1985,United States of America,
jorge-the-gladiator-gonzalez,Jorge 'The Gladiator' Gonzalez,0,1,0,Lightweight,,70,The Gladiator,,United States of America,
jose-daniel,JOSE DANIEL,0,1,0,Heavyweight,77.5 in / 196cm,1.8796,JACARE,04/1985,Spain,https://www.instagram.com/DANIELJACARE_OFICIAL
jose-guadalupe-ruelas-soto,Jose Guadalupe Ruelas Soto,1,0,0,Lightweight,,1.78,,08/1989,Mexico,
jose-lopez,JOSE  LOPEZ,0,0,0,Bantamweight,65in / 165cm,1.6256,PITBULL KID,10/1998,Mexico,https://www.instagram.com/PK_SANCHEZ
josef-hala,JOSEF HALA,5,0,0,Light Heavyweight,73.5in / 186cm,1.778,THE BERSERKER,03/1995,Czech Republic,https://www.instagram.com/HALIOVEE
josenaldo-silva,JOSENALDO SILVA,1,0,0,Middleweight,72in / 183cm,68,NALDO,08/1986,Brazil,
joseph-calarruda,JOSEPH CALARRUDA,1,0,0,Welterweight,,,,,,
joseph-creer,JOSEPH CREER,6,3,0,Light Heavyweight,75in / 191cm,76,DARK KNIGHT,12/1981,United States of America,https://www.instagram.com/JOSEPHCREER
joseph-peters,JOSEPH PETERS,3,0,0,Light Heavyweight,72in / 183cm,1.8034,JGP,03/2001,United States of America,https://www.instagram.com/OOGWAYWASRIGHT
joseph-white,JOSEPH WHITE,3,2,0,Heavyweight,74in / 188cm,74,THE PUNISHER,10/1991,United States of America,https://www.instagram.com/JOETHEPUNISHERWHITE
josh-armstrong,JOSH ARMSTRONG,0,0,0,Men Flyweight,,1.7272,,08/1988,United States of America,
josh-bourdeaux,Josh Bourdeaux,1,2,0,,,,,09/1982,United States of America,
josh-burns,JOSH BURNS,6,9,0,Heavyweight,74in / 188cm,72,THE HAMMER,05/1978,United States of America,https://www.instagram.com/josh_the_hammer_burns/?hl=en; https://www.facebook.com/josh.burns.5815
josh-copeland,JOSH COPELAND,2,3,0,Heavyweight,75.0in / 191cm,73,CUDDLY BEAR,10/1982,United States of America,https://www.instagram.com/joshcuddlybear/
josh-dyer,JOSH DYER,5,2,0,Light Heavyweight,73in / 185.42cm,71,D-DAY,03/1991,United States of America,https://www.instagram.com/joshddaydyer/
josh-freeman,JOSH FREEMAN,0,1,0,Heavyweight,78in / 198cm,1.8288,PREDATOR,04/1991,United States of America,
josh-fremd,JOSH FREMD,1,0,0,Cruiserweight,79in / 200cm,1.9558,BIG YINZ,01/1994,United States of America,https://www.instagram.com/joshfremdmma
josh-krejci,JOSH KREJCI,2,2,0,Featherweight,71in / 180cm,67,JARHEAD,01/1988,United States of America,https://www.instagram.com/HARAMBE_88
josh-kuhne,JOSH KUHNE,1,0,0,Welterweight,76in / 193,1.778,KAMIKAZE,03/1991,Australia,https://www.instagram.com/joshkuhne
josh-marer,JOSH MARER,1,3,0,Featherweight,72in / 183cm,68,DANGER,10/1990,United States of America,https://www.instagram.com/josh.danger.marer/; https://www.facebook.com/DangerMMA/
josh-richey,JOSH RICHEY,0,4,0,Men Flyweight,74in / 188cm,68,THE KID,06/1993,United States of America,
josh-todd,Josh Todd,0,0,0,Cruiserweight,,1.91,,,United States of America,
josh-watson,JOSH WATSON,4,1,0,Heavyweight,78in / 198cm,72,STAY DOWN,10/1989,United States of America,https://www.instagram.com/STAY_DOWN_WATSON
josh-wright,Josh Wright,0,2,0,Lightweight,,67,,04/1992,United States of America,
josh-zuckerman,JOSH ZUCKERMAN,1,0,0,Welterweight,72in / 183cm,1.778,THE SUGAR MAN,03/1988,United States of America,https://www.instagram.com/IAMTHESUGARMAN
joshua-huber,JOSHUA HUBER,1,0,0,Welterweight,70in / 178cm,1.7526,THE HELLBOY,08/1985,United States of America,https://www.instagram.com/hellboyhuber/
joshua-morales,Joshua Morales,0,1,0,Lightweight,,1.8,,,United States of America,
joshua-moreno,JOSHUA MORENO,3,0,0,Middleweight,73in / 185cm,72,,,United States of America,
joshua-ofiu,JOSHUA OFIU,0,0,0,Heavyweight,,,,,,
joshua-oxendine,JOSHUA OXENDINE,1,1,0,Bantamweight,67in / 170cm,1.778,PEACHER MAN,03/1994,United States of America,https://www.instagram.com/joshuaoxendine_/
joshua-sanchez,Joshua Sanchez,0,2,0,Heavyweight,,0,,,United States of America,
joshua-sikes,Joshua Sikes,4,2,0,Welterweight,73.5in / 186.69cm,72,The Wayward One,10/1990,United States of America,
joshua-whiteside,JOSHUA WHITESIDE,1,0,0,Welterweight,72in / 183cm,1.778,JIGSAW,05/1997,United States of America,https://www.instagram.com/joshwhitesideboxing_
josue-ekedi,JOSUE EKEDI,0,0,0,Lightweight,75n 190cm,1.7526,AFRICAN KRATOS,02/1999,France,
josue-lugo,JOSUE LUGO,0,0,0,Heavyweight,,,,,,
jovan-alayon,JOVAN ALAYON,0,1,0,Lightweight,71in / 180cm,1.778,LION HEART,03/1994,United States of America,
jr-ridge,JR RIDGE,3,3,0,Bantamweight,64in / 163cm,64,THE LION,08/1985,Philippines,https://www.instagram.com/jrridge/
jr-rumsley,JR RUMLEY,1,0,0,Middleweight,79in / 200cm,1.905,HURRICAIN,01/1993,United States of America,
juan-adams,JUAN ADAMS,2,0,0,Heavyweight,81in / 206cm,77,THE KRAKEN,01/1992,United States of America,https://www.instagram.com/chosenjuan285/; https://www.facebook.com/DA.chosenjuan234
juan-alvarez,JUAN ÁLVAREZ,0,1,0,Lightweight,68in / 173cm,1.7272,EL MAZO,04/1993,Mexico,https://www.instagram.com/juanalvarez9160/
juan-campos,JUAN CAMPOS,0,0,0,Bantamweight,65in / 165cm,1.651,PONY,12/1986,Venezuela,https://www.instagram.com/theponycampos/
juan-figuerva,JUAN FIGUERVA,1,1,0,Heavyweight,72in / 183cm,1.7272,FIGS,09/1989,United States of America,
juan-torres,Juan Torres,2,3,0,Heavyweight,74 in/188 cm,72,,10/1986,United States of America,
julian-fernandez,JULIAN FERNANDEZ,1,0,0,Cruiserweight,77in / 190cm,1.905,PIT BULL JR.,07/1993,Mexico,https://www.instagram.com/JULIAN_FRNANDEZ
julian-lane,JULIAN LANE,9,9,0,Middleweight,70in / 178cm,69,LET ME BANG,07/1987,United States of America,https://www.instagram.com/julianlanemma/
julian-valencia,JULIAN VALENCIA,0,1,0,Bantamweight,67in / 170cm,1.6764,,01/1989,United States of America,
julio-garcia,Julio Garcia,0,1,0,Welterweight,67.5 in / 171.45 cm,68,The Cuban Lover,,United States of America,
julio-perez-rodriguez,JULIO PEREZ RODRIGUEZ,3,2,0,Cruiserweight,79in / 201cm,76,THE CUBAN HORSE,03/1999,United States of America,
junior-hicks,JUNIOR HICKS,0,1,0,Cruiserweight,73in / 185cm,1.905,THE JOKER,08/1992,United States of America,https://www.instagram.com/ONEEYEJOKER
justi-walters,JUSTIN WALTERS,0,2,0,Welterweight,71in / 180cm,1.778,SEXY,09/1989,United States of America,
justin-baesman,Justin Baesman,0,1,0,Middleweight,69,1.78,The Raw Deal,06/1981,,https://www.instagram.com/baesmanj/
justin-clarke,JUSTIN CLARKE,1,0,0,Featherweight,71in / 180cm,1.7526,,01/1991,United States of America,https://www.instagram.com/jcfights
justin-cornell,JUSTIN CORNELL,1,0,0,Welterweight,71in / 180cm,1.8034,THE UNDERDOG,03/1995,United States of America,
justin-grizzard,Justin Grizzard,0,1,0,Cruiserweight,,1.96,,,United States of America,
justin-howell,JUSTIN HOWELL,0,0,0,Cruiserweight,,,,,,
justin-ibarrola-sanchez,JUSTIN IBARROLA,9,0,0,Bantamweight,67in / 170cm,67,JOY BOY,05/1998,United States of America,https://www.instagram.com/teamibarrola/
justin-kennedy,JUSTIN KENNEDY,0,1,0,Welterweight,73in / 136cm,1.7526,THE NIGIRIAN BLACK PANTHER,,,
justin-mcdonald,JUSTIN McDONALD,0,1,0,Middleweight,72in / 183cm,72,LUMBERJACK,04/1990,United States of America,https://www.instagram.com/the_lumberjack_mma/
justin-scoggins,Justin Scoggins,0,1,0,Bantamweight,66in / 168cm,1.7,Tank,05/1992,United States of America,
justin-street,JUSTIN STREET,3,2,0,Men Flyweight,67in / 170cm,1.6764,THE NIGHTMARE,11/1992,United States of America,https://www.instagram.com/nightmare_street_125/
justin-thornton,Justin Thornton,0,1,0,Heavyweight,72.5 in / 181.61cm,73,The Warrior,12/1982,United States of America,
justin-walters,PAUL WALTERS,0,1,0,Welterweight,71in / 180cm,1.778,SEXY,09/1989,United States of America,
justin-watson,JUSTIN WATSON,1,2,0,Bantamweight,71in / 180cm,1.7018,,03/1987,United States of America,https://www.instagram.com/bk_warmonger
justin-williams,JUSTIN WILLIAMS,0,0,0,Light Heavyweight,71in / 196cm,1.8288,PRETTY BOY,04/1996,United States of America,
juston-stills,Juston Stills,1,1,0,Welterweight,72 in,68,,,United States of America,
justyn-martinez,JUSTYN MARTINEZ,2,6,0,Bantamweight,64.5in / 164cm,63,,06/1993,United States of America,https://www.instagram.com/justyn_martinez/
jw-kiser,JW KISER,1,1,0,Heavyweight,70in / 178cm,72,,09/1977,United States of America,https://www.instagram.com/jdub92277; https://www.facebook.com/jay.dizzle.9699
kai-stewart,KAI STEWART,9,0,0,Featherweight,70in / 178cm,66,KING,06/2000,United States of America,https://www.instagram.com/kaihb145/?hl=en
kaine-tomlinson-jr,KAINE TOMLINSON JR.,2,3,0,Welterweight,71.5in / 181cm,70,KAINE 9,10/2000,United States of America,https://www.instagram.com/kaine.tomlinson_mma_boxer/; https://www.facebook.com/kaine.tomlinson.58
kaine-tomlinson-sr,Kaine Tomlinson Sr.,0,4,0,Light Heavyweight,71in / 180cm,71,The Beast,,United States of America,
kaleb-lionheart-harris,Kaleb 'Lionheart' Harris,6,5,0,Welterweight,72 in/182.88 cm,71,Lionheart,09/1993,United States of America,
kaloyan-kolev,KALOYAN KOLEV,1,1,0,Heavyweight,185 cm / 73 in,1.87,,10/1992,Bulgaria,https://www.instagram.com/kaloqn2/
kane-wilkinson,KANE WILKINSON,0,1,0,Light Heavyweight,77in / 195cm,1.9304,THE HITMAN,12/2001,United Kingdom,
kantapon-petsang,Kantapon Petsang,1,0,0,Middleweight,,,Black Falcon,,Thailand,
karl-roberson,KARL ROBERSON,0,1,0,Cruiserweight,76in / 193cm,1.8542,BABYK,10/1990,United States of America,https://www.instagram.com/K_BABYK_ROBERSON
karl-thompson,KARL THOMPSON,4,1,0,Cruiserweight,73in / 185cm,1.8288,THE WASP,11/1988,United Kingdom,https://www.instagram.com/karlThompsonBKFC
